A.Abbara;A.Alemi
G.Lindsay;K.Miller
G.Maimon;A.Kim
G.Maimon;C.Lyu
G.Maimon;L.Fenk
G.McKhann;C.Mikell
G.McKhann;C.Schevon
G.McKhann;E.Smith
G.McKhann;G.Banks
G.McKhann;G.Horga
G.McKhann;M.Botvinick
G.McKhann;M.Yates
G.McKhann;Q.Yu
G.McKhann;S.Pullman
G.McKhann;S.Sheth
G.McKhann;S.Shrinivasan
G.McKhann;Y.Pathak
G.Mena;A.Litke
G.Mena;E.Chichilnisky
G.Mena;J.Cunningham
G.Mena;L.Grosberg
G.Mena;L.Paninski
G.Mena;P.Hottowy
G.Mena;S.Madugula
G.Ocker;E.Shea-Brown
G.Ocker;K.Josic
G.Ocker;M.Buice
G.Okazawa;R.Kiani
G.Orban;A.Lazar
G.Orban;M.Banyai
G.Orban;M.Stippinger
G.Orban;W.Singer
G.Perrin;D.Butts
G.Perrin;J.Demb
G.Perrin;J.Singer
G.Perrin;M.Whiteway
G.Perrin;Y.Cui
G.Rakate;D.Mussack
G.Rakate;H.Schewe
G.Rakate;P.Schrater
G.Rakate;W.Torgerud
G.Santhanam;A.Williams
G.Santhanam;B.Poole
G.Santhanam;B.Yu
G.Santhanam;K.Shenoy
G.Santhanam;N.Maheswaranathan
G.Santhanam;S.Baccus
G.Santhanam;S.Ganguli
G.Santhanam;S.Ryu
G.Schalk;E.Chang
G.Schalk;I.Saez
G.Schalk;J.Lin
G.Schalk;J.Parvizi
G.Schalk;M.Hsu
G.Schalk;R.Knight
G.Schoenbaum;A.Langdon
G.Schoenbaum;M.Roesch
G.Schoenbaum;Y.Niv
G.Schoenbaum;Y.Takahashi
G.Si;A.Samuel
G.Si;C.Tabone
G.Si;J.Kanwal
G.Si;M.Berck
G.Si;Y.Hu
G.Smith;B.Hein
G.Smith;D.Fitzpatrick
G.Smith;D.Whitney
G.Smith;M.Kaschube
G.Smith;P.Huelsdunk
G.Smith;B.Hein
G.Smith;D.Fitzpatrick
G.Smith;D.Whitney
G.Smith;M.Kaschube
G.Spyropoulos;J.Dowdall
G.Spyropoulos;M.Scholvinck
G.Spyropoulos;P.Fries
G.Stephens;T.Ahamed
G.Stuber;J.Romaguera
G.Stuber;V.Namboodiri
G.Telian;J.Ritt
G.Telian;J.Schroeder
G.Telian;S.Sunil
G.Telian;V.Mariano
G.Tkacik;M.Chalk
G.Tkacik;O.Marre
G.Tkacik;E.Schneidman
G.Tkacik;O.Maoz
G.Tkacik;R.Kiani
G.Tkacik;E.Schneidman
G.Tkacik;R.Harpaz
G.Tkacik;J.Humplik
G.Wayne;M.Rigotti
G.Wayne;s.recanatesi
G.Wimmer;R.Poldrack
G.Worrell;A.Sharan
G.Worrell;B.Jobst
G.Worrell;B.Lega
G.Worrell;D.Rizzuto
G.Worrell;E.Solomon
G.Worrell;J.Kragel
G.Worrell;J.Stein
G.Worrell;K.Davis
G.Worrell;K.Zaghloul
G.Worrell;M.Kahana
G.Worrell;M.Kucewicz
G.Worrell;M.Sperling
G.Worrell;R.Gross
G.Worrell;S.Sheth
G.Yang;H.Song
G.Yang;W.Newsome
G.Yang;X.Wang
H.Amin;A.Maccione
H.Amin;E.Sernagor
H.Amin;G.Hilgen
H.Amin;L.Berdondini
H.Amin;M.Hennig
H.Amin;M.Sindaci
H.Choi;A.Pasupathy
H.Choi;E.Shea-Brown
H.Dawes;E.Chang
H.Dawes;F.Luongo
H.Dawes;L.Kirkby
H.Dawes;M.Lee
H.Dawes;M.Nahum
H.Dawes;T.Vleet
H.Dawes;V.Sohal
H.Fenselau;B.Lowell
H.Fenselau;C.Burgess
H.Fenselau;G.Goldey
H.Fenselau;J.Madara
H.Fenselau;J.Resch
H.Fenselau;K.Levandowski
H.Fenselau;M.Andermann
H.Fenselau;N.Jikomes
H.Fenselau;R.Ramesh
H.Fenselau;Y.Livneh
H.Fenselau;A.Sugden
H.Fenselau;B.Lowell
H.Fenselau;C.Burgess
H.Fenselau;K.Levandowski
H.Fenselau;M.Andermann
H.Fenselau;M.Minnig
H.Fenselau;R.Ramesh
H.Fernades;A.Benjamin
H.Fernades;K.Kording
H.Fernades;K.Kording
H.Fernades;M.Smith
H.Fernades;P.Ramkumar
H.Gariepy;A.Sugden
H.Gariepy;D.Levy
H.Gariepy;J.Zhao
H.Gariepy;K.Levandowski
H.Gariepy;M.Andermann
H.Gritton;J.Ma
H.Gritton;K.Sen
H.Gritton;N.James
H.Gritton;X.Han
H.Kim;A.Williams
H.Kim;F.Wang
H.Kim;K.Shenoy
H.Kim;M.Schnitzer
H.Kim;S.Ganguli
H.Kim;S.Vyas
H.Kim;T.Kolda
H.Kim;A.Murugan
H.Kim;D.Schwab
H.Kim;W.Zhong
H.Komatsu;C.Tajima
H.Komatsu;H.Suzuki
H.Komatsu;K.Aihara
H.Komatsu;K.Koida
H.Komatsu;S.Tajima
H.Lalazar;E.Vaadia
H.Lalazar;L.Abbott
H.Li;W.Gerstner
H.Markram;E.Muller
H.Markram;M.Nolte
H.Markram;M.Reimann
H.Mayberg;A.Crowell
H.Mayberg;A.Waters
H.Mayberg;L.Tao
H.Mayberg;P.Riva-Posse
H.Mayberg;R.Butera
H.Mayberg;R.Konda
H.Mayberg;V.Tiruvadi
H.Mostafa;G.Cauwenberghs
H.Naoki;K.Nakae
H.Naoki;S.Ishii
H.Naoki;Y.LI
H.Nienborg;J.Lueckmann
H.Nienborg;J.Macke
H.Ogmen;A.Jacot-Guillarmod
H.Ogmen;C.Pedroza
H.Ogmen;K.Josic
H.Ogmen;Y.Wang
H.Ogmen;Z.Kilpatrick
H.Read;F.Khatami
H.Read;I.Stevenson
H.Read;M.Escabi
H.Read;M.Sadeghi
H.Read;C.Chen
H.Read;D.Lyzwa
H.Read;M.Escabi
H.Rouault;A.Rubin
H.Rouault;S.Romani
H.Schewe;D.Mussack
H.Schewe;G.Rakate
H.Schewe;P.Schrater
H.Schewe;W.Torgerud
H.Schreyer;A.Onken
H.Schreyer;F.Rozenblit
H.Schreyer;J.Liu
H.Schreyer;M.Khani
H.Schreyer;S.Panzeri
H.Schreyer;T.Gollisch
H.Seo;D.Ehrlich
H.Seo;D.Lee
H.Seo;J.Murray
H.Sohn;M.Jazayeri
H.Sompolinsky;A.Litwin-Kumar
H.Sompolinsky;K.Harris
H.Sompolinsky;L.Abbott
H.Sompolinsky;R.Axel
H.Sompolinsky;L.Abbott
H.Sompolinsky;R.Rubin
H.Sompolinsky;I.Landau
H.Sompolinsky;D.Lee
H.Sompolinsky;S.Chung
H.Sompolinsky;D.Rolnick
H.Sompolinsky;I.Dasgupta
H.Sompolinsky;J.Bernstein
H.Sompolinsky;J.Kadmon
H.Song;G.Yang
H.Song;W.Newsome
H.Song;X.Wang
H.Soyer;D.Kumaran
H.Soyer;D.Tirumala
H.Soyer;J.Leibo
H.Soyer;J.Wang
H.Soyer;M.Botvinick
H.Soyer;Z.Kurth-Nelson
H.Sprekeler;F.Vercruysse
H.Sprekeler;R.Naud
H.Stemmann;A.Kreiter
H.Stemmann;E.Drebitz
H.Stemmann;L.Rausch
H.Suzuki;C.Tajima
H.Suzuki;H.Komatsu
H.Suzuki;K.Aihara
H.Suzuki;K.Koida
H.Suzuki;S.Tajima
H.Thero;H.Vandendriessche
H.Thero;S.Palminteri
H.Thero;V.Chambon
H.Tseng;X.Han
H.Vandendriessche;H.Thero
H.Vandendriessche;S.Palminteri
H.Vandendriessche;V.Chambon
I.Ballard;E.Miller
I.Ballard;N.Goodman
I.Ballard;S.McClure
I.Ballard;S.Piantadosi
I.Calangiu;V.Mante
I.Carcea;B.Albanna
I.Carcea;M.Insanally
I.Carcea;R.Froemke
I.Carcea;M.Insanally
I.Carcea;R.Froemke
I.Dasgupta;D.Rolnick
I.Dasgupta;H.Sompolinsky
I.Dasgupta;J.Bernstein
I.Esnaola;C.Ortiz
I.Esnaola;D.Coca
I.Fiebelkorn;M.Pinsk
I.Fiebelkorn;S.Kastner
I.Fiete;I.Kanitscheider
I.Fiete;B.Gercek
I.Fiete;B.Pandey
I.Fiete;R.Chaudhuri
I.Fine;A.Rokem
I.Fine;G.Boynton
I.Fine;M.Beyeler
I.Kanitscheider;I.Fiete
I.Kauvar;E.Richman
I.Kauvar;K.Deisseroth
I.Kauvar;L.Luo
I.Kauvar;M.Chen
I.Kauvar;W.Allen
I.Kauvar;A.Andalman
I.Kauvar;K.Deisseroth
I.Kauvar;M.Lovett-Barron
I.Kauvar;W.Allen
I.Lampl;K.Cohen-Kashi-Malina
I.Lampl;M.Mahn
I.Lampl;M.Prigge
I.Lampl;O.Yizhar
I.Lampl;R.Levy
I.Lampl;S.Ron
I.Landau;H.Sompolinsky
I.Lieder;M.Ahissar
I.Lieder;M.Sahani
I.Lieder;V.Adam
I.Morantte;A.Samulak
I.Morantte;A.Zolin
I.Morantte;R.Cohn
I.Morantte;V.Ruta
I.Morantte;A.Handler
I.Morantte;A.Siliciano
I.Morantte;R.Cohn
I.Morantte;V.Ruta
I.Park;J.Yates
I.Park;Y.Zhao
I.Park;D.Hocker
I.Park;Y.Zhao
I.Saez;E.Chang
I.Saez;G.Schalk
I.Saez;J.Lin
I.Saez;J.Parvizi
I.Saez;M.Hsu
I.Saez;R.Knight
I.Segev;A.Borst
I.Segev;N.Tishby
I.Segev;N.Zaslavsky
I.Segev;s.wang
I.Stevenson;F.Khatami
I.Stevenson;H.Read
I.Stevenson;M.Escabi
I.Stevenson;M.Sadeghi
I.Stevenson;A.Ghanbari
I.Witten;A.Akrami
I.Witten;J.Bak
I.Witten;J.Choi
I.Witten;J.Pillow
I.Witten;M.Murugan
I.Witten;N.Parker
I.Yildirim;J.Tenenbaum
I.Yildirim;W.Freiwald
J.Aljadeff;D.Debanne
J.Aljadeff;N.Brunel
J.Aljadeff;Y.Inglebert
J.Alonso;E.Koch
J.Alonso;J.Jin
J.Alonso;Q.Zaidi
J.Bak;A.Akrami
J.Bak;I.Witten
J.Bak;J.Choi
J.Bak;J.Pillow
J.Balle;A.Berardino
J.Balle;E.Simoncelli
J.Balle;V.Laparra
J.Barbosa;A.Compte
J.Barbosa;C.Constantinidis
J.Barral;A.Reyes
J.Barral;X.Wang
J.Berg;C.Koch
J.Berg;C.Teeter
J.Berg;D.Feng
J.Berg;N.Cain
J.Berg;N.Gouwens
J.Berg;R.Iyer
J.Berg;S.Mihalis
J.Berg;V.Menon
J.Bernstein;D.Rolnick
J.Bernstein;H.Sompolinsky
J.Bernstein;I.Dasgupta
J.Bijsterbosch;C.Gagne
J.Bijsterbosch;E.Lawrance
J.Bijsterbosch;J.O'Reilly
J.Bijsterbosch;S.Bishop
J.Bijsterbosch;T.Behrens
J.Blackwell;M.Aizenberg
J.Blackwell;M.Geffen
J.Blackwell;R.Natan
J.Blackwell;W.Rao
J.Bos;C.Pennartz
J.Bos;L.Mourik-Donga
J.Bos;M.Vinck
J.Bos;U.Olcese
J.Brea;S.Muscinelli
J.Brea;W.Gerstner
J.Burge;P.Jaini
J.Carmena;F.Santos
J.Carmena;R.Costa
J.Carmena;V.Athalye
J.Carmena;P.Khanna
J.Carmena;R.Costa
J.Carmena;V.Athalye
J.Chartier;E.Chang
J.Chartier;G.Anumanchipalli
J.Choi;A.Akrami
J.Choi;I.Witten
J.Choi;J.Bak
J.Choi;J.Pillow
J.Clemens;M.Murthy
J.Clemens;N.Ozeri
J.Collins;C.Pandarinath
J.Collins;D.Sussillo
J.Collins;J.Henderson
J.Collins;J.Kao
J.Collins;K.Shenoy
J.Collins;L.Abbott
J.Collins;M.Churchland
J.Collins;M.Kaufman
J.Collins;R.Jozefowicz
J.Collins;S.Ryu
J.Collins;S.Stavisky
J.Crimaldi;B.Ermentrout
J.Crimaldi;J.Victor
J.Crimaldi;K.Nagel
J.Crimaldi;M.McHugh
J.Crimaldi;S.Boie
J.Crowley;D.Whitney
J.Crowley;F.Wolf
J.Crowley;J.Weidinger
J.Cunningham;A.Litke
J.Cunningham;E.Chichilnisky
J.Cunningham;G.Mena
J.Cunningham;L.Grosberg
J.Cunningham;L.Paninski
J.Cunningham;P.Hottowy
J.Cunningham;S.Madugula
J.Cunningham;A.Miri
J.Cunningham;C.Warriner
J.Cunningham;G.Elsayed
J.Cunningham;J.Seely
J.Cunningham;L.Abbott
J.Cunningham;M.Churchland
J.Cunningham;T.Jessell
J.Cunningham;A.Churchland
J.Cunningham;E.Pnevmatikakis
J.Cunningham;F.Najafi
J.Cunningham;G.Elsayed
J.D\'Amour;N.Emptage
J.D\'Amour;R.Costa
J.D\'Amour;R.Froemke
J.D\'Amour;T.Vogels
J.D\'Amour;Z.Padamsey
J.Demb;D.Butts
J.Demb;G.Perrin
J.Demb;J.Singer
J.Demb;M.Whiteway
J.Demb;Y.Cui
J.DiCarlo;E.Issa
J.DiCarlo;J.Kubilius
J.DiCarlo;K.Kar
J.DiCarlo;K.Schmidt
J.Ding;C.Summerfield
J.Ding;D.Bang
J.Ding;R.Moran
J.Ding;S.CASTAnoN
J.Ding;T.Egner
J.Dowdall;G.Spyropoulos
J.Dowdall;M.Scholvinck
J.Dowdall;P.Fries
J.Drugowitsch;A.Pouget
J.Drugowitsch;S.Tajima
J.Fiser;A.Bernacchia
J.Fiser;G.Hennequin
J.Fiser;M.Lengyel
J.Freeman;A.Tolias
J.Freeman;J.Stone
J.Freeman;L.Theis
J.Freeman;M.Bethge
J.Freeman;N.Sofroniew
J.Freeman;P.Berens
J.Friedrich;L.Paninski
J.Friedrich;P.Zhou
J.Friedrich;A.Giovannucci
J.Friedrich;B.Deverett
J.Friedrich;D.Chklovskii
J.Friedrich;E.Pnevmatikakis
J.Friedrich;V.Staneva
J.Gallant;A.Huth
J.Gallant;A.Nunez-Elizalde
J.Gallant;F.Deniz
J.Gallant;L.Wehbe
J.Gallant;N.Bilenko
J.Gallant;A.Huth
J.Gallant;F.Deniz
J.Gauthier;A.Kinkhabwala
J.Gauthier;C.Domnisoru
J.Gauthier;D.Tank
J.Gauthier;Y.Gu
J.Gauthier;A.Charles
J.Gauthier;D.Tank
J.Gauthier;J.Pillow
J.Gauthier;A.Charles
J.Gauthier;A.Song
J.Gauthier;D.Tank
J.Gauthier;J.Pillow
J.Gauthier;S.Koay
J.Gjorgjieva;K.Roeth
J.Glaser;D.Wood
J.Glaser;K.Kording
J.Glaser;M.Segraves
J.Glaser;P.Lawlor
J.Glaser;P.Ramkumar
J.Glaser;K.Kording
J.Glaser;L.Miller
J.Glaser;M.Perich
J.Glaser;R.Chowdhury
J.Gottlieb;N.Foley
J.Hawkins;M.Lewis
J.Hawkins;N.Romano
J.Hawkins;S.Ahmad
J.Hawkins;Y.Cui
J.Henderson;C.Pandarinath
J.Henderson;D.Sussillo
J.Henderson;J.Collins
J.Henderson;J.Kao
J.Henderson;K.Shenoy
J.Henderson;L.Abbott
J.Henderson;M.Churchland
J.Henderson;M.Kaufman
J.Henderson;R.Jozefowicz
J.Henderson;S.Ryu
J.Henderson;S.Stavisky
J.Hennig;A.Batista
J.Hennig;B.Yu
J.Hennig;E.Tyler-Kabara
J.Hennig;K.Quick
J.Hennig;M.Golub
J.Hennig;P.Lund
J.Hennig;P.Sadtler
J.Hennig;S.Chase
J.Hennig;S.Ryu
J.Hirokawa;A.Kepecs
J.Hirokawa;P.Masset
J.Hirokawa;T.Ott
J.Howard;T.Kahnt
J.Humplik;G.Tkacik
J.Jaramillo;X.Wang
J.Jeanne;M.Fisek
J.Jeanne;R.Wilson
J.Jegminat;J.Pfister
J.Jin;E.Koch
J.Jin;J.Alonso
J.Jin;Q.Zaidi
J.Kadmon;H.Sompolinsky
J.Kanwal;A.Samuel
J.Kanwal;C.Tabone
J.Kanwal;G.Si
J.Kanwal;M.Berck
J.Kanwal;Y.Hu
J.Kao;C.Pandarinath
J.Kao;D.Sussillo
J.Kao;J.Collins
J.Kao;J.Henderson
J.Kao;K.Shenoy
J.Kao;L.Abbott
J.Kao;M.Churchland
J.Kao;M.Kaufman
J.Kao;R.Jozefowicz
J.Kao;S.Ryu
J.Kao;S.Stavisky
J.Kao;E.Trautmann
J.Kao;K.Shenoy
J.Kao;S.Ryu
J.Kao;S.Stavisky
J.Kappel;A.Oganov
J.Kappel;D.Rinberg
J.Kappel;E.Chong
J.Kauttonen;F.Baqai
J.Kauttonen;P.Stan
J.Kauttonen;S.Kuhlman
J.Kauttonen;T.Lee
J.Kebschull;A.Zador
J.Kebschull;L.Huang
J.Kiggins;D.Ollerenshaw
J.Kiggins;D.Williams
J.Kiggins;M.Garrett
J.Kiggins;P.Groblewski
J.Kiggins;S.Manavi
J.Kiggins;S.Mihalis
J.Kiggins;S.Olsen
J.Knoell;A.Huk
J.Knoell;J.Pillow
J.Kragel;A.Sharan
J.Kragel;B.Jobst
J.Kragel;B.Lega
J.Kragel;D.Rizzuto
J.Kragel;E.Solomon
J.Kragel;G.Worrell
J.Kragel;J.Stein
J.Kragel;K.Davis
J.Kragel;K.Zaghloul
J.Kragel;M.Kahana
J.Kragel;M.Kucewicz
J.Kragel;M.Sperling
J.Kragel;R.Gross
J.Kragel;S.Sheth
J.Kubilius;E.Issa
J.Kubilius;J.DiCarlo
J.Kubilius;K.Kar
J.Kubilius;K.Schmidt
J.Lecoq;D.Feng
J.Lecoq;M.Buice
J.Lecoq;S.DeVries
J.Lee;M.Keramati
J.Leibo;D.Kumaran
J.Leibo;D.Tirumala
J.Leibo;H.Soyer
J.Leibo;J.Wang
J.Leibo;M.Botvinick
J.Leibo;Z.Kurth-Nelson
J.Lichtman;C.Hillar
J.Lichtman;F.Effenberger
J.Lichtman;R.Schalek
J.Lichtman;X.Lu
J.Lin;E.Chang
J.Lin;G.Schalk
J.Lin;I.Saez
J.Lin;J.Parvizi
J.Lin;M.Hsu
J.Lin;R.Knight
J.Liou;C.Schevon
J.Liou;L.Abbott
J.Liu;A.Onken
J.Liu;F.Rozenblit
J.Liu;H.Schreyer
J.Liu;M.Khani
J.Liu;S.Panzeri
J.Liu;T.Gollisch
J.Luecke;J.Rieger
J.Luecke;M.Boos
J.Lueckmann;G.Bassetto
J.Lueckmann;J.Macke
J.Lueckmann;M.Nonnenmacher
J.Lueckmann;P.Goncalves
J.Lueckmann;H.Nienborg
J.Lueckmann;J.Macke
J.Ma;H.Gritton
J.Ma;K.Sen
J.Ma;N.James
J.Ma;X.Han
J.Macke;G.Bassetto
J.Macke;J.Lueckmann
J.Macke;M.Nonnenmacher
J.Macke;P.Goncalves
J.Macke;A.Speiser
J.Macke;E.Archer
J.Macke;S.Turaga
J.Macke;H.Nienborg
J.Macke;J.Lueckmann
J.Macke;G.Bassetto
J.Madara;B.Lowell
J.Madara;C.Burgess
J.Madara;G.Goldey
J.Madara;H.Fenselau
J.Madara;J.Resch
J.Madara;K.Levandowski
J.Madara;M.Andermann
J.Madara;N.Jikomes
J.Madara;R.Ramesh
J.Madara;Y.Livneh
J.Martinez-Trujillo;J.Reynolds
J.Martinez-Trujillo;L.Muller
J.Martinez-Trujillo;T.Sejnowski
J.Martinez-Trujillo;Z.Davis
J.McDermott;A.Kell
J.McDermott;W.Mlynarski
J.McDermott;R.McWalter
J.Mehrer;A.Walther
J.Mehrer;K.Storrs
J.Mehrer;N.Kriegeskorte
J.Movshon;C.Ziemba
J.Movshon;E.Simoncelli
J.Movshon;R.Goris
J.Movshon;A.Zaharia
J.Movshon;E.Simoncelli
J.Movshon;R.Goris
J.Murray;S.Escola
J.Murray;D.Ehrlich
J.Murray;D.Lee
J.Murray;H.Seo
J.Nadal;B.Barbour
J.Nadal;C.Bimbard
J.Nadal;C.Clopath
J.Nadal;G.Bouvier
J.Nadal;N.Brunel
J.Nadal;V.Hakim
J.O'Doherty;J.Rechenmann
J.O'Doherty;P.Sabes
J.O'Reilly;C.Gagne
J.O'Reilly;E.Lawrance
J.O'Reilly;J.Bijsterbosch
J.O'Reilly;S.Bishop
J.O'Reilly;T.Behrens
J.Parvizi;E.Chang
J.Parvizi;G.Schalk
J.Parvizi;I.Saez
J.Parvizi;J.Lin
J.Parvizi;M.Hsu
J.Parvizi;R.Knight
J.Paton;A.Motiwala
J.Paton;B.Atallah
J.Paton;C.Machens
J.Paton;S.Soares
J.Paton;A.Motiwala
J.Paton;F.Rodrigues
J.Paton;T.Gouvea
J.Paton;T.Monteiro
J.Pfister;J.Jegminat
J.Pillow;A.Akrami
J.Pillow;I.Witten
J.Pillow;J.Bak
J.Pillow;J.Choi
J.Pillow;A.Christensen
J.Pillow;G.Field
J.Pillow;L.Duncker
J.Pillow;S.Ravi
J.Pillow;A.Charles
J.Pillow;A.Calhoun
J.Pillow;M.Murthy
J.Pillow;P.Coen
J.Pillow;A.Huk
J.Pillow;J.Knoell
J.Pillow;A.Charles
J.Pillow;D.Tank
J.Pillow;J.Gauthier
J.Pillow;A.Charles
J.Pillow;A.Song
J.Pillow;D.Tank
J.Pillow;J.Gauthier
J.Pillow;S.Koay
J.Poort;A.Blot
J.Poort;A.Chadwick
J.Poort;A.Khan
J.Poort;M.Sahani
J.Poort;S.Hofer
J.Poort;T.Mrsic-Flogel
J.ROCHA;A.HERMOSO-MENDIZABAL
J.ROCHA;A.HYAFIL
J.ROCHA;D.ROBBE
J.ROCHA;P.RUEDA-OROZCO
J.ROCHA;S.Jaramillo
J.Rechenmann;J.O'Doherty
J.Rechenmann;P.Sabes
J.Resch;B.Lowell
J.Resch;C.Burgess
J.Resch;G.Goldey
J.Resch;H.Fenselau
J.Resch;J.Madara
J.Resch;K.Levandowski
J.Resch;M.Andermann
J.Resch;N.Jikomes
J.Resch;R.Ramesh
J.Resch;Y.Livneh
J.Reynolds;J.Martinez-Trujillo
J.Reynolds;L.Muller
J.Reynolds;T.Sejnowski
J.Reynolds;Z.Davis
J.Rieger;J.Luecke
J.Rieger;M.Boos
J.Ritt;G.Telian
J.Ritt;J.Schroeder
J.Ritt;S.Sunil
J.Ritt;V.Mariano
J.Romaguera;G.Stuber
J.Romaguera;V.Namboodiri
J.Salisbury;M.Berry
J.Salisbury;O.Marre
J.Salisbury;S.Palmer
J.Schiavo;R.Froemke
J.Schroeder;G.Telian
J.Schroeder;J.Ritt
J.Schroeder;S.Sunil
J.Schroeder;V.Mariano
J.Seely;A.Miri
J.Seely;C.Warriner
J.Seely;G.Elsayed
J.Seely;J.Cunningham
J.Seely;L.Abbott
J.Seely;M.Churchland
J.Seely;T.Jessell
J.Semedo;A.Kohn
J.Semedo;A.Zandvakili
J.Semedo;B.Cowley
J.Semedo;B.Yu
J.Semedo;M.Smith
J.Shin;L.Frank
J.Shin;S.Jadhav
J.Shin;W.Tang
J.Shlens;A.Litke
J.Shlens;A.Sher
J.Shlens;A.Tikidji-Hamburyan
J.Shlens;C.Rhoades
J.Shlens;E.Chichilnisky
J.Shlens;G.Goetz
J.Shlens;N.Brackbill
J.Shlens;N.Shah
J.Shlens;V.Gupta
J.Shlens;Y.Singer
J.Singer;D.Butts
J.Singer;G.Perrin
J.Singer;J.Demb
J.Singer;M.Whiteway
J.Singer;Y.Cui
J.Slotine;A.Alemi
J.Slotine;C.Machens
J.Slotine;S.Deneve
J.Stein;A.Sharan
J.Stein;B.Jobst
J.Stein;B.Lega
J.Stein;D.Rizzuto
J.Stein;E.Solomon
J.Stein;G.Worrell
J.Stein;J.Kragel
J.Stein;K.Davis
J.Stein;K.Zaghloul
J.Stein;M.Kahana
J.Stein;M.Kucewicz
J.Stein;M.Sperling
J.Stein;R.Gross
J.Stein;S.Sheth
J.Stone;A.Tolias
J.Stone;J.Freeman
J.Stone;L.Theis
J.Stone;M.Bethge
J.Stone;N.Sofroniew
J.Stone;P.Berens
J.Stroud;G.Hennequin
J.Stroud;M.Porter
J.Stroud;T.Vogels
J.Tenenbaum;I.Yildirim
J.Tenenbaum;W.Freiwald
J.Tuthill;A.Mamiya
J.Victor;B.Ermentrout
J.Victor;J.Crimaldi
J.Victor;K.Nagel
J.Victor;M.McHugh
J.Victor;S.Boie
J.Wallis;F.Chiang
J.Wang;D.Kumaran
J.Wang;D.Tirumala
J.Wang;H.Soyer
J.Wang;J.Leibo
J.Wang;M.Botvinick
J.Wang;Z.Kurth-Nelson
J.Wang;D.Narain
J.Wang;E.Hosseini
J.Wang;M.Jazayeri
J.Weidinger;D.Whitney
J.Weidinger;F.Wolf
J.Weidinger;J.Crowley
J.Westerberg;A.Maier
J.Westerberg;K.Dougherty
J.Westerberg;M.Cox
J.Whittington;R.Bogacz
J.Wolk;D.Wadekar
J.Wolk;M.Gershow
J.Wolk;R.Gepner
J.Yan;A.Packer
J.Yan;L.Aitchison
J.Yan;L.Russell
J.Yan;M.Hausser
J.Yan;P.Castonguay
J.Yan;S.Turaga
J.Yates;A.Chattoraj
J.Yates;M.Hochberg
J.Yates;R.Haefner
J.Yates;R.Lange
J.Yates;I.Park
J.Yates;Y.Zhao
J.Zhao;A.Sugden
J.Zhao;D.Levy
J.Zhao;H.Gariepy
J.Zhao;K.Levandowski
J.Zhao;M.Andermann
K.Aihara;C.Tajima
K.Aihara;H.Komatsu
K.Aihara;H.Suzuki
K.Aihara;K.Koida
K.Aihara;S.Tajima
K.Arai;D.Liu
K.Arai;L.Frank
K.Arai;U.Eden
K.Bakhurin;D.Buonomano
K.Bakhurin;S.Masmanidis
K.Bakhurin;V.Goudar
K.Beier;A.Mokhtari
K.Beier;L.Luo
K.Beier;N.Wall
K.Beier;P.Neumann
K.Beier;R.Malenka
K.Boahen;N.Steinmetz
K.Boahen;T.Engel
K.Boahen;T.Moore
K.Bolding;K.Franks
K.Bonnen;A.Huk
K.Bonnen;A.Kohn
K.Bonnen;L.Cormack
K.Bonnen;T.Czuba
K.Cohen-Kashi-Malina;I.Lampl
K.Cohen-Kashi-Malina;M.Mahn
K.Cohen-Kashi-Malina;M.Prigge
K.Cohen-Kashi-Malina;O.Yizhar
K.Cohen-Kashi-Malina;R.Levy
K.Cohen-Kashi-Malina;S.Ron
K.Conover;P.Dayan
K.Conover;P.Shizgal
K.Conover;R.Solomon
K.Conover;S.Ahilan
K.Conover;j.cohen
K.Davis;A.Sharan
K.Davis;B.Jobst
K.Davis;B.Lega
K.Davis;D.Rizzuto
K.Davis;E.Solomon
K.Davis;G.Worrell
K.Davis;J.Kragel
K.Davis;J.Stein
K.Davis;K.Zaghloul
K.Davis;M.Kahana
K.Davis;M.Kucewicz
K.Davis;M.Sperling
K.Davis;R.Gross
K.Davis;S.Sheth
K.Deisseroth;E.Richman
K.Deisseroth;I.Kauvar
K.Deisseroth;L.Luo
K.Deisseroth;M.Chen
K.Deisseroth;W.Allen
K.Deisseroth;A.Andalman
K.Deisseroth;I.Kauvar
K.Deisseroth;M.Lovett-Barron
K.Deisseroth;W.Allen
K.Deisseroth;L.Grosenick
K.Deisseroth;M.Broxton
K.Deisseroth;R.Greenspan
K.Deisseroth;S.Aimon
K.Deisseroth;T.Katsuki
K.Deisseroth;T.Sejnowski
K.Dougherty;A.Maier
K.Dougherty;J.Westerberg
K.Dougherty;M.Cox
K.Franks;K.Bolding
K.Glomb;A.Ponce-Alvarez
K.Glomb;G.Deco
K.Glomb;M.Gilson
K.Glomb;P.Ritter
K.Hardcastle;L.Giocomo
K.Hardcastle;S.Ganguli
K.Hardcastle;S.Ocko
K.Harris;A.Litwin-Kumar
K.Harris;H.Sompolinsky
K.Harris;L.Abbott
K.Harris;R.Axel
K.Harris;C.Stringer
K.Harris;M.Carandini
K.Harris;M.Dipoppa
K.Harris;M.Pachitariu
K.Harris;N.Steinmetz
K.Harris;S.Schroeder
K.Harris;C.Stringer
K.Harris;M.Carandini
K.Harris;M.Dipoppa
K.Harris;M.Pachitariu
K.Jeffery;D.Derdikman
K.Jeffery;O.Barak
K.Jeffery;R.Ismakov
K.Josic;E.Shea-Brown
K.Josic;G.Ocker
